Gene	Length	Strand	GC
ygcU	1454	reverse	50.52
ygcW	785	reverse	45.67
ygcE	1478	forward	49.02
queE	671	reverse	51.64
ygcG	872	forward	41.12
gudD	1340	reverse	53.24
gudX	1340	reverse	53.99
gudP	1352	reverse	52.25
yqcA	449	reverse	52.67
truC	782	reverse	54.02
yqcC	329	reverse	52.42
syd	545	reverse	47.8
queF	848	forward	48.88
ygdI	227	reverse	46.49
csdA	1205	forward	55.89
csdE	443	forward	54.5
tcdA	806	reverse	54.65
mltA	1097	reverse	52.82
amiC	1253	reverse	53.51
rppH	530	reverse	49.34
ygdQ	713	forward	49.86
ygdR	218	forward	43.38
tas	1040	forward	54.37
kduI	836	reverse	49.58
yqeF	1181	reverse	53.55
yqeG	1229	forward	44.47
yqeH	632	forward	37.44
yqeI	809	forward	39.63
yqeJ	482	forward	31.68
yqeK	425	reverse	32.86
ygeF	489	forward	32.24
ygeG	491	forward	32.72
ygeH	1376	forward	34.71
ygeI	218	forward	33.79
pbl	502	forward	34
ygeK	443	reverse	35.59
ygeL	155	reverse	36.54
ygeN	706	reverse	30.98
ygeO	398	reverse	35.59
insD-4	905	reverse	55.08
insC-4	365	reverse	53.01
ygeP	299	reverse	38.33
ygeQ	794	reverse	42.77
ygeR	755	reverse	50.93
xdhA	2258	forward	52.99
xdhB	878	forward	53.7
xdhC	479	forward	52.08
ygeV	1778	reverse	45.76
ygeW	1190	forward	49.96
ygeX	1196	forward	53.63
ygeY	1211	forward	51.49
hyuA	1385	forward	52.81
yqeA	932	forward	49.09
yqeB	1625	reverse	52.21
yqeC	770	reverse	50.45
mocA	578	forward	43.18
ygfK	3098	forward	52.21
ssnA	1328	forward	52.67
ygfM	779	forward	54.49
xdhD	2870	forward	52.94
xanQ	1400	forward	48.89
guaD	1319	forward	48.94
ghxQ	1367	forward	52.56
ygfS	488	reverse	54.81
ygfT	1919	reverse	52.86
uacT	1448	forward	49
idi	548	forward	50.09
ygfX	407	reverse	53.43
sdhE	266	reverse	49.44
ygfZ	980	forward	53.92
yqfA	659	reverse	51.97
yqfB	311	reverse	43.59
ygfF	743	reverse	54.97
yqfE	230	reverse	54.98
scpB	785	forward	49.36
scpC	1478	forward	53.14
ygfI	896	reverse	44.59
yggP	1277	reverse	50.94
yqgB	131	reverse	40.91
yqgC	215	forward	48.15
yqgD	251	reverse	42.86
yqgE	563	forward	51.06
yqgF	416	forward	53
yggR	980	reverse	55.45
yggS	704	forward	51.35
yggT	566	forward	51.32
yggU	290	forward	47.77
rdgB	593	forward	55.56
hemW	1136	forward	53.21
yggX	275	forward	47.46
mltC	1079	forward	51.11
yqgA	707	forward	51.69
yghD	536	reverse	53.26
yghE	860	reverse	57.26
yghF	995	reverse	50.2
yghG	410	reverse	44.04
pppA	809	reverse	51.73
yghJ	4562	reverse	52.03
glcA	1682	reverse	53.48
glcG	404	reverse	54.57
glcE	1052	reverse	57.55
glcD	1499	reverse	56.67
glcC	764	forward	55.03
yghO	1172	reverse	50.38
insH-9	1016	forward	54.67
yghQ	1067	reverse	52.81
yghR	758	reverse	53.49
yghS	713	reverse	50.28
yghT	692	forward	47.47
yghU	866	forward	53.4
hybO	1118	reverse	54.33
yghW	287	reverse	45.49
yghX	835	reverse	52.51
gpr	1040	forward	52.07
yqhA	494	reverse	47.47
	245	forward	48.78
	155	reverse	41.03
yqhC	956	reverse	50.47
yqhD	1163	forward	54.64
dkgA	827	forward	51.33
yqhG	926	forward	47.36
yqhH	257	forward	48.45
ygiQ	2219	reverse	54.59
ygiS	1607	reverse	52.3
mqsA	395	reverse	42.17
mqsR	296	reverse	40.07
ygiV	482	reverse	53.21
ygiW	392	reverse	51.91
qseB	659	forward	51.67
ygiZ	332	reverse	34.23
yqiA	581	reverse	53.78
cpdA	827	reverse	56.52
yqiB	422	reverse	48.23
ubiK	290	forward	49.48
insC-5	365	forward	53.01
insD-5	905	forward	55.08
yqiG	0		41.6
yqiH	749	forward	38.67
yqiI	1064	forward	39.91
yqiJ	629	forward	42.54
yqiK	1661	forward	50.42
hldE	1433	reverse	55.72
nfeF	764	reverse	56.34
nfeR	623	forward	53.69
aer	1520	reverse	54.77
patA	1379	forward	55.29
ygjH	332	reverse	52.55
ygjJ	1070	forward	51.91
ygjK	2351	forward	54.46
higA	416	reverse	48.44
higB	314	reverse	38.41
rlmG	1136	reverse	53.83
ygjP	503	forward	50.79
ygjQ	692	forward	51.52
ygjR	986	forward	52.58
alx	965	forward	54.04
ygjV	551	reverse	49.64
yqjA	662	forward	50.68
mzrA	383	forward	53.91
yqjC	368	forward	48.78
yqjD	305	forward	54.9
yqjE	404	forward	52.84
yqjK	299	forward	56.67
yqjF	392	forward	48.85
yqjG	986	forward	51.17
yhaH	365	forward	51.91
yhaI	356	forward	44.82
yhaJ	896	reverse	55.3
yhaK	701	forward	53.42
yhaL	164	forward	52.12
cyuA	1310	reverse	56.9
tdcG	1364	reverse	53.41
tdcF	389	reverse	52.56
tdcE	2294	reverse	53.12
yhaV	464	forward	43.87
agaR	809	reverse	52.22
kbaZ	1280	forward	55.27
agaV	473	forward	50.63
agaW	401	forward	58.21
agaS	1154	forward	56.62
agaD	791	forward	49.37
agaI	755	forward	50.26
yraH	584	forward	45.13
yraI	695	forward	44.25
yraJ	2516	forward	47.6
yraK	1091	forward	47.89
rsmI	860	reverse	54.59
lpoA	2036	forward	54.05
yraN	395	forward	54.55
yraP	575	forward	54.34
yraQ	1040	reverse	57.73
yraR	635	reverse	54.87
yhbO	518	forward	50.29
yhbP	443	reverse	53.83
yhbQ	302	forward	54.46
yhbS	503	reverse	55.56
yhbT	524	reverse	51.81
yhbU	995	forward	56.83
yhbV	878	forward	55.97
yhbW	1007	forward	55.85
yhbX	1625	reverse	43.05
obgE	1172	reverse	53.2
ibaG	254	reverse	50.59
mlaB	293	reverse	53.4
mlaC	635	reverse	52.36
kdsD	986	forward	51.87
kdsC	566	forward	52.56
lptC	575	forward	46.35
lptA	557	forward	49.64
yrbL	632	forward	51.18
mtgA	728	reverse	51.99
yhcC	929	reverse	56.02
yhcD	2381	forward	45.51
yhcE	0		45.6
insH-10	1016	reverse	54.67
yhcF	716	forward	43.51
yhcG	1127	forward	49.38
yhcH	464	reverse	47.31
nanK	875	reverse	58.45
nanE	689	reverse	58.26
nanR	791	reverse	52.27
dcuD	1367	forward	51.02
zapE	1127	reverse	51.77
yhcB	398	forward	54.39
degQ	1367	forward	52.05
yhcN	263	forward	48.48
yhcO	272	reverse	42.86
aaeB	1967	reverse	52.59
aaeA	932	reverse	53.59
aaeX	203	reverse	47.55
aaeR	929	forward	52.9
tldD	1445	reverse	54.56
yhdP	3800	reverse	53.35
b3254	101	reverse	46.08
yhdT	242	forward	54.32
yhdU	179	forward	40.56
yhdV	221	forward	54.05
yrdA	554	forward	48.83
yrdB	257	reverse	49.22
tsaC	572	reverse	52.18
yrdD	542	reverse	49.72
gspA	1469	reverse	48.98
gspC	815	forward	42.4
gspD	1952	forward	50.18
gspE	1481	forward	52.5
gspF	1196	forward	51.04
gspG	437	forward	48.63
gspH	509	forward	56.08
gspI	377	forward	47.88
gspJ	587	forward	50.34
gspK	983	forward	50.2
gspL	1163	forward	48.63
tusB	287	reverse	50.35
tusC	359	reverse	50.28
tusD	386	reverse	55.3
yheO	722	reverse	47.3
fkpA	812	reverse	48.22
kefG	554	reverse	56.58
yheT	1022	forward	54.25
yheU	218	forward	49.77
yhfK	2102	forward	52.78
yhfL	167	forward	42.26
frlB	1022	forward	54.45
frlC	830	forward	54.87
frlD	785	forward	57.38
frlR	731	forward	50.96
yhfS	1085	reverse	56.91
yhfT	1304	reverse	53.03
yhfU	353	reverse	47.46
php	878	reverse	53.01
yhfW	1226	reverse	54.12
yhfX	1163	reverse	54.55
yhfY	362	reverse	51.52
yhfZ	905	reverse	52.43
hofP	404	reverse	52.35
hofO	440	reverse	54.65
hofN	539	reverse	55.37
hofM	779	reverse	57.69
nudE	560	reverse	50.8
igaA	2135	forward	52.76
yrfG	668	forward	51.57
hslR	401	forward	53.48
hslO	878	forward	52.9
yhgE	1724	reverse	50.09
yhgF	2321	forward	56.85
yhgH	683	forward	55.99
nfuA	575	forward	53.3
rtcA	1016	reverse	59.69
rtcB	1226	reverse	50.94
yzgL	281	reverse	46.1
yhgN	593	forward	50
yhhW	695	reverse	52.3
yhhX	1037	reverse	50.77
yhhY	488	forward	51.74
yhhZ	1178	forward	34.01
yrhA	0		28.48
insA-6	275	forward	52.9
insB-6	503	forward	54.56
yrhB	284	forward	45.61
dcrB	557	forward	52.15
insH-11	1016	reverse	54.67
insJ	521	forward	46.17
insK	851	forward	42.84
dgoR	689	reverse	55.36
yifN	448	reverse	42.98
wecF	1079	forward	52.87
yzcX	485	forward	49.79
ysgA	815	reverse	54.53
tatA	269	forward	45.56
tatB	515	forward	55.43
ompL	692	reverse	40.84
cpxP	500	forward	50.1
	155	reverse	39.74
alsR	890	reverse	47.47
yjcZ	878	forward	56.88
yjdF	629	reverse	54.92
dcuR	719	reverse	49.31
dcuS	1631	reverse	49.94
yjdI	230	forward	48.92
yjdJ	272	forward	41.03
ghoS	296	forward	35.02
fxsA	476	forward	47.38
yjeH	1256	reverse	52.27
yjeI	353	forward	55.37
yjeJ	869	reverse	45.17
epmB	1028	reverse	52.67
blc	533	reverse	53.37
yjeN	314	forward	50.16
yjeO	314	forward	47.94
mscM	3323	reverse	55.75
rsgA	1052	reverse	53.94
orn	545	forward	54.03
queG	1139	reverse	52.63
yjeT	197	forward	48.99
rlmB	731	forward	56.28
yjfI	401	forward	38.56
yjfJ	698	forward	51.36
yjfK	659	forward	47.42
yjfL	398	forward	43.61
yjfM	638	forward	48.98
yjfN	275	reverse	51.09
bsmA	329	reverse	48.79
yjfP	749	forward	53.2
ulaR	755	reverse	50.66
ulaG	1064	reverse	52.21
ulaA	1397	forward	53.08
ulaD	650	forward	57.14
ulaE	854	forward	56.73
ulaF	686	forward	57.21
yjfY	275	reverse	46.01
yjfZ	794	reverse	42.39
ytfA	401	forward	39.05
ytfB	638	reverse	55.71
fklB	620	forward	55.72
ytfE	662	reverse	53.09
ytfF	965	reverse	55.59
qorB	860	reverse	54.24
ytfH	380	forward	56.17
ytfI	938	forward	36.1
ytfJ	554	reverse	52.43
ytfK	206	forward	43.48
ytfL	1343	reverse	50.74
tamA	1733	forward	53.34
tamB	3779	forward	55
ytfP	341	forward	51.46
ridA	386	reverse	52.97
	332	forward	41.74
yjgH	395	reverse	47.22
bdcA	713	reverse	54.34
	164	forward	47.88
bdcR	593	forward	49.16
tabA	452	forward	50.11
yjgL	1814	forward	32.18
rraB	416	forward	48.92
yjgM	503	reverse	51.98
yjgN	1196	forward	37.09
lptF	1100	forward	54.77
lptG	1082	forward	54.29
yjgR	1502	reverse	53.76
idnR	998	reverse	47.05
idnO	764	reverse	49.41
idnD	1031	reverse	47.38
insC-6	365	forward	53.01
insD-6	905	forward	55.08
yjgW	335	forward	46.13
yjgX	1198	reverse	48.12
yjgZ	329	forward	58.18
insG	1328	reverse	54.18
yjhC	1118	forward	38.7
yjhD	230	reverse	47.62
yjhE	248	forward	48.59
insO	0		51.2
insI-3	1151	reverse	45.83
yjhV	329	forward	53.94
insA-7	275	forward	52.9
yjhU	986	reverse	50.35
yjhG	1967	reverse	54.52
yjhH	905	reverse	52.65
yjhI	788	reverse	40.81
sgcR	782	reverse	49.68
sgcE	632	reverse	55.45
sgcQ	806	reverse	53.28
yjhP	746	reverse	59.57
yjhQ	545	reverse	55.31
yjhR	1016	forward	43.76
nanS	980	reverse	48.73
nanM	1106	reverse	44.17
nanC	716	reverse	42.96
yjiC	830	reverse	40.19
iraD	392	forward	48.85
hypT	911	reverse	51.32
iadA	1172	reverse	56.61
yjiG	461	reverse	53.25
yjiH	683	reverse	53.07
kptA	554	forward	50.81
yjiJ	1178	reverse	53.52
yjiK	860	reverse	42.62
yjiL	767	reverse	56.51
yjiM	1151	reverse	53.56
yjiN	1280	reverse	52.62
rpnD	920	forward	48.86
yjiR	1412	reverse	55.06
yjiS	164	forward	55.76
yjiT	1517	forward	44.47
symE	341	reverse	55.56
yjiX	203	reverse	50.49
btsT	2150	reverse	56.07
lgoR	914	reverse	47.43
lgoD	1022	forward	50.83
yjjP	770	reverse	51.62
yjjQ	725	forward	45.04
bglJ	677	forward	45.28
fhuF	788	reverse	53.11
rsmC	1031	reverse	55.72
yjjU	1073	forward	53.91
yjjV	779	forward	55.51
yjjW	863	reverse	56.37
yjjY	140	forward	42.55
feaB	1499	forward	53.4
fruB	1130	reverse	55.53
cysT	73	reverse	56.76
uxaC	1412	reverse	54.28
nrdG	464	reverse	50.97
yaaI	404	reverse	48.89
	221	forward	45.5
gapC	1000	reverse	48.05
yehH	2859	forward	51.89
srlA	563	forward	50.18
ilvG	1644	forward	54.65
xapA	833	reverse	51.68
dgoD	1148	reverse	52.83
rpe	677	reverse	51.03
thiM	788	reverse	54.12
hcaE	1361	forward	52.94
mhpA	1664	forward	57
mhpB	944	forward	57.78
mhpC	866	forward	54.67
mhpD	809	forward	55.19
mhpF	950	forward	54.47
hcaF	518	forward	52.22
ruvA	611	reverse	53.27
ruvB	1010	reverse	52.72
istR	139	reverse	50.71
istR-1	74	reverse	54.67
sgcB	278	reverse	48.39
ymgF	218	forward	40.18
yhiM	1052	forward	47.1
insA-4	275	forward	52.9
yafF	188	forward	44.44
ykfH	221	reverse	55.86
insX	248	reverse	46.99
ykgO	140	reverse	41.84
ylcG	140	forward	47.52
rzoD	182	forward	56.83
ybdZ	218	forward	55.71
ybdD	197	forward	52.02
kdpF	89	reverse	48.89
ybfQ	254	forward	38.04
cydX	113	forward	51.75
ymdF	173	forward	51.15
ycgI	343	forward	50.29
ymjB	113	forward	36.84
ymjC	182	reverse	39.89
ydaF	155	reverse	49.36
rzoR	185	forward	56.99
ydbJ	266	forward	54.68
hicA	176	forward	49.15
ynfO	233	forward	44.44
yniD	107	forward	48.15
yobH	239	forward	43.75
yecJ	251	reverse	48.41
yoeF	356	forward	48.46
yehK	317	forward	38.68
yohO	107	forward	49.07
arnE	335	forward	53.57
ypdJ	140	forward	43.26
ypeB	218	reverse	51.6
ypfN	200	forward	48.26
ypjJ	200	forward	54.73
arfA	218	reverse	43.38
yheV	200	reverse	48.26
ysaB	299	reverse	47.67
yibT	209	reverse	49.05
yicS	293	forward	42.86
yidD	257	forward	54.65
yifL	203	forward	52.45
ghoT	173	forward	35.06
topAI	257	reverse	49.61
yjjZ	236	forward	48.1
ytjA	161	forward	51.85
yeiW	254	reverse	55.69
ymiA	164	forward	47.27
yciX	167	forward	45.83
insEF-1	1162	forward	53.91
insEF-5	1162	forward	53.91
insEF-2	1162	reverse	53.91
insEF-3	1162	forward	53.91
insEF-4	1162	reverse	53.91
insAB-1	697	reverse	54.15
insAB-4	697	forward	54.15
insAB-2	697	reverse	54.44
insAB-3	697	reverse	54.44
insAB-5	697	reverse	54.15
insAB-6	697	forward	54.15
insCD-1	1228	forward	54.19
insCD-2	1228	reverse	54.19
insCD-3	1228	reverse	54.19
insCD-4	1228	reverse	54.19
insCD-5	1228	forward	54.19
insCD-6	1228	forward	54.19
yahH	320	forward	57.63
peaD	311	forward	50.96
icdC	164	forward	46.67
yncK	431	reverse	45.83
ynfP	110	reverse	42.34
ypaA	185	forward	50.54
yrhC	245	forward	34.15
ysdC	176	reverse	54.24
insM	258	reverse	46.33
insB-7	503	forward	52.58
rseX	90	forward	35.16
uof	86	reverse	40.23
ykfM	479	reverse	30.62
ylcH	101	forward	49.02
ylcI	194	reverse	43.59
ybfK	257	forward	44.19
ybhU	137	reverse	39.13
appX	92	forward	46.24
ymgI	173	reverse	32.18
ymgJ	185	forward	38.17
yciZ	173	reverse	47.7
rydC	63	reverse	50
ydgU	83	forward	42.86
ynhF	89	reverse	50
yojO	164	forward	40
ypaB	143	reverse	42.36
ryfB	318	reverse	44.51
ohsC	76	forward	41.56
ryfD	142	reverse	40.56
ygdT	146	reverse	42.18
sibE	143	reverse	47.22
yrhD	155	forward	32.69
sokA	29	forward	36.67
yibV	335	forward	36.31
yjbT	278	reverse	49.1
yjbS	203	reverse	28.43
ytcA	275	reverse	47.46
ryjB	89	forward	55.56
symR	76	forward	51.95
ykfL	221	reverse	54.95
ykfK	191	reverse	58.33
ythA	125	forward	30.95
sgrT	131	forward	46.97
insJK	1369	forward	44.09
ibsE	59	forward	38.33
ibsD	59	forward	36.67
ibsC	59	reverse	35
ibsB	56	reverse	43.86
ibsA	59	reverse	40
shoB	80	reverse	37.04
ilvX	50	forward	37.25
yjeV	53	forward	40.74
yoeI	62	reverse	44.44
yobI	65	reverse	19.7
ymjD	65	reverse	36.36
ynbG	65	reverse	13.64
ypdK	71	forward	38.89
yoaJ	74	forward	42.67
yoaK	98	forward	42.42
yqeL	80	reverse	25.93
yrbN	80	reverse	39.51
yohP	83	forward	34.52
azuC	86	reverse	39.08
ykgR	101	reverse	28.43
yqcG	140	forward	24.11
yqfG	125	forward	34.13
yshB	110	reverse	51.35
mgrR	97	reverse	41.84
fnrS	118	forward	45.38
ykgQ	128	forward	35.66
IS129	392	reverse	0
rpsP5'	249	reverse	0
zipA5'	230	reverse	0
oppA5'	254	forward	0
lysC5'	525	reverse	0
mgtA5'	379	forward	0
fimA3'	47	forward	0
spy3'	47	reverse	0
rpsI3'	84	reverse	0
glnA3'	194	reverse	0
crpT	300	reverse	0
yrbL3'	39	forward	0
ipeX	166	reverse	0
mgtL	53	forward	50
arrS	68	reverse	39.13
sokX	55	forward	51.79
eyeA	74	forward	56
	0		36.6
	187	reverse	45.21
sdsN	136	forward	40.88
	240	reverse	36.93
och5	157	forward	42.41
	105	forward	45.28
	157	reverse	40.51
	143	forward	50
	71	forward	44.44
	105	reverse	43.4
pmrR	89	forward	42.22
mntS	128	reverse	41.09
iroK	65	reverse	50
esrE	251	forward	57.54
nc1	167	reverse	35.12
agrA	83	forward	45.24
agrB	83	forward	45.24
ralA	178	forward	36.87
micL	79	reverse	46.25
ryeG	193	reverse	42.78
3'ETS<sup><i>leuZ</i></sup>	66	reverse	37.31
insB9	503	reverse	54.56
insA9	275	reverse	52.9
insH21	1016	forward	54.67
ytiA	257	reverse	52.71
cpxQ	57	forward	48.28
ypjI	271	forward	55.15
pawZ	14	forward	66.67
yoeD	128	reverse	52.71
yoeH	158	reverse	40.25
yoeG	532	reverse	41.46
yeeH	86	reverse	41.38
ttcC	50	reverse	31.37
psaA	13	forward	78.57
yrdE	393	forward	44.16
rirA	72	reverse	46.58
mokA	184	reverse	37.84
ysaC	101	reverse	44.12
ysaD	191	forward	53.12
yibS	251	forward	44.05
yibW	364	forward	36.44
yibU	198	forward	41.71
yicT	131	forward	54.55
yjdQ	162	reverse	41.72
yjhY	260	reverse	51.34
yjhZ	245	reverse	41.87
ymiB	104	forward	30.48
ykgS	128	forward	42.64
rzoQ	254	reverse	49.41
yrdF	142	forward	41.96
sokE	58	forward	52.54
insI2	173	forward	40.8
gadF	90	forward	47.25
pspH	111	forward	41.96
naRNA2	76	reverse	64.94
rseD	155	reverse	44.23
ytiD	143	forward	32.64
naRNA6	76	reverse	64.94
naRNA3	76	reverse	62.34
gndA	164	reverse	47.88
ymcF	188	forward	46.56
idlP	83	forward	48.81
naRNA4	76	reverse	64.94
naRNA1	76	reverse	66.23
ynfQ	188	reverse	33.86
ytiC	101	forward	24.51
naRNA5	76	reverse	63.64
yecC3'	191	forward	0
yejG5'	240	reverse	0
ygfI5'	157	forward	0
yhcC5'	105	forward	0
yhcF3'	157	reverse	0
yigE5'	143	forward	0
ytfL5'	105	reverse	0
typA5'	71	forward	0
xisD	221	reverse	53.15
ybfI	149	reverse	47.33
aaaD	308	forward	53.07
ykfN	62	reverse	33.33
oweE	233	forward	54.27
ykgP	89	reverse	38.89
ylbI	95	forward	63.54
aaaE	1136	forward	54.35
yneP	122	forward	38.21
yahV	74	forward	24
ynaM	113	reverse	34.21
yacM	44	forward	31.11
ysdD	80	forward	40.74
ymgM	203	forward	50.98
yqfI	83	forward	25
ymdG	122	forward	38.21
yoaL	209	reverse	46.67
yldA	89	reverse	44.44
ynfT	113	forward	34.21
ykiC	119	forward	43.33
yncO	185	reverse	31.72
yadW	65	forward	39.39
ymiC	95	forward	45.83
yqhI	143	reverse	50
ymgK	44	reverse	31.11
yecU	176	forward	34.46
ybgU	107	reverse	34.26
ynfR	65	reverse	43.94
ykiD	83	forward	41.67
yddY	41	reverse	45.24
ykgV	224	reverse	40.89
ymjE	164	reverse	53.94
yabR	44	reverse	31.11
yqiD	170	reverse	45.03
ymgL	110	reverse	29.73
yqfH	71	reverse	44.44
yliM	65	forward	40.91
ynfS	89	forward	37.78
ylcJ	149	forward	24.67
sdhX	100	forward	48.51
